Date/Time (EST),2m Temperature (hr. avg) (F),2m Relative Humidity (percent),2m Station Pressure (mb)
2011-02-15 10:00:00,45.3,39.0,1011.3
2011-02-15 11:00:00,48.4,33.0,1011.9
2011-02-15 12:00:00,50.7,28.0,1011.5
2011-02-15 13:00:00,52.5,25.0,1010.6
2011-02-15 14:00:00,53.8,24.0,1010.0
2011-02-15 15:00:00,54.3,23.0,1010.1
2011-02-15 16:00:00,55.0,23.0,1010.7
2011-02-15 17:00:00,54.9,23.0,1010.8
2011-02-15 18:00:00,52.3,26.0,1011.2
2011-02-15 19:00:00,48.0,33.0,1011.5
2011-02-15 20:00:00,44.1,41.0,1011.7
2011-02-15 21:00:00,41.0,44.0,1011.9
2011-02-15 22:00:00,41.4,38.0,1011.9
2011-02-15 23:00:00,43.0,37.0,1012.0
2011-02-16 00:00:00,41.5,40.0,1012.4
2011-02-16 01:00:00,40.5,42.0,1012.5
2011-02-16 02:00:00,39.6,49.0,1012.7
2011-02-16 03:00:00,38.1,52.0,1012.6
2011-02-16 04:00:00,35.8,58.0,1012.4
2011-02-16 05:00:00,35.6,55.0,1012.6
2011-02-16 06:00:00,36.5,57.0,1012.8
2011-02-16 07:00:00,36.9,47.0,1012.8
2011-02-16 08:00:00,37.4,47.0,1013.2
2011-02-16 09:00:00,39.7,40.0,1013.2
2011-02-16 10:00:00,45.3,30.0,1013.1
2011-02-16 11:00:00,50.5,31.0,1013.0
2011-02-16 12:00:00,55.4,37.0,1012.1
2011-02-16 13:00:00,55.9,36.0,1011.1
2011-02-16 14:00:00,57.6,35.0,1009.8
2011-02-16 15:00:00,58.5,34.0,1009.1
2011-02-16 16:00:00,59.5,31.0,1008.7
2011-02-16 17:00:00,59.5,31.0,1008.1
2011-02-16 18:00:00,57.0,38.0,1008.4
2011-02-16 19:00:00,52.9,47.0,1008.3
2011-02-16 20:00:00,50.5,51.0,1008.3
2011-02-16 21:00:00,49.3,56.0,1008.3
2011-02-16 22:00:00,48.0,64.0,1008.4
2011-02-16 23:00:00,46.6,68.0,1008.7
2011-02-17 00:00:00,47.7,74.0,1008.7
2011-02-17 01:00:00,48.0,80.0,1008.3
2011-02-17 02:00:00,48.7,83.0,1008.1
2011-02-17 03:00:00,48.7,84.0,1007.8
2011-02-17 04:00:00,48.0,88.0,1007.6
2011-02-17 05:00:00,47.3,89.0,1007.7
2011-02-17 06:00:00,46.6,90.0,1007.8
2011-02-17 07:00:00,46.2,91.0,1007.8
2011-02-17 08:00:00,45.5,92.0,1008.1
2011-02-17 09:00:00,50.9,79.0,1008.3
2011-02-17 10:00:00,55.4,75.0,1008.6
2011-02-17 11:00:00,57.2,69.0,1008.5
2011-02-17 12:00:00,61.7,59.0,1007.6
2011-02-17 13:00:00,65.3,55.0,1006.4
2011-02-17 14:00:00,65.8,56.0,1005.6
2011-02-17 15:00:00,66.2,52.0,1004.7
2011-02-17 16:00:00,67.8,48.0,1004.0
2011-02-17 17:00:00,68.9,45.0,1003.5
2011-02-17 18:00:00,67.5,50.0,1003.7
2011-02-17 19:00:00,64.4,54.0,1003.7
2011-02-17 20:00:00,62.2,60.0,1003.4
2011-02-17 21:00:00,61.0,67.0,1003.4
2011-02-17 22:00:00,60.8,71.0,1003.1
2011-02-17 23:00:00,60.1,76.0,1003.0
2011-02-18 00:00:00,58.8,82.0,1003.0
2011-02-18 01:00:00,57.9,86.0,1002.2
2011-02-18 02:00:00,57.9,86.0,1001.7
2011-02-18 03:00:00,57.9,86.0,1001.2
2011-02-18 04:00:00,57.7,86.0,1001.1
2011-02-18 05:00:00,57.0,88.0,1001.6
2011-02-18 06:00:00,56.3,89.0,1002.4
2011-02-18 07:00:00,55.0,91.0,1002.8
2011-02-18 08:00:00,54.9,89.0,1002.9
2011-02-18 09:00:00,57.0,77.0,1002.5
2011-02-18 10:00:00,59.9,69.0,1001.8
2011-02-18 11:00:00,63.9,53.0,1001.4
2011-02-18 12:00:00,69.1,46.0,1000.7
2011-02-18 13:00:00,70.3,43.0,999.9
2011-02-18 14:00:00,71.8,41.0,998.8
2011-02-18 15:00:00,74.1,38.0,998.3
2011-02-18 16:00:00,74.8,37.0,998.1
2011-02-18 17:00:00,74.8,38.0,998.1
2011-02-18 18:00:00,72.9,42.0,998.7
2011-02-18 19:00:00,69.8,46.0,999.3
2011-02-18 20:00:00,68.0,50.0,999.5
2011-02-18 21:00:00,65.3,56.0,1000.1
2011-02-18 22:00:00,65.1,48.0,1000.4
2011-02-18 23:00:00,66.2,51.0,1000.5
2011-02-19 00:00:00,63.3,54.0,1000.9
2011-02-19 01:00:00,61.3,55.0,1001.0
2011-02-19 02:00:00,60.4,50.0,1001.0
2011-02-19 03:00:00,59.5,50.0,1001.3
2011-02-19 04:00:00,59.0,27.0,1001.5
2011-02-19 05:00:00,57.0,28.0,1002.4
2011-02-19 06:00:00,53.4,27.0,1003.2
2011-02-19 07:00:00,51.3,26.0,1003.7
2011-02-19 08:00:00,50.5,27.0,1004.2
2011-02-19 09:00:00,53.2,23.0,1004.6
2011-02-19 10:00:00,56.3,18.0,1004.6
2011-02-19 11:00:00,58.6,14.0,1004.5
2011-02-19 12:00:00,61.3,13.0,1003.7
2011-02-19 13:00:00,63.1,12.0,1003.1
2011-02-19 14:00:00,64.8,12.0,1002.1
2011-02-19 15:00:00,66.0,11.0,1001.4
2011-02-19 16:00:00,66.7,13.0,1001.2
2011-02-19 17:00:00,66.2,13.0,1001.3
2011-02-19 18:00:00,63.7,14.0,1001.9
2011-02-19 19:00:00,60.4,14.0,1002.8
2011-02-19 20:00:00,59.4,14.0,1003.5
2011-02-19 21:00:00,57.7,14.0,1004.2
2011-02-19 22:00:00,55.0,15.0,1005.1
2011-02-19 23:00:00,53.8,15.0,1005.5
2011-02-20 00:00:00,51.6,19.0,1006.0
2011-02-20 01:00:00,48.7,18.0,1006.3
2011-02-20 02:00:00,47.3,20.0,1006.3
2011-02-20 03:00:00,45.7,20.0,1006.3
2011-02-20 04:00:00,44.4,20.0,1006.3
2011-02-20 05:00:00,43.2,27.0,1006.9
2011-02-20 06:00:00,41.4,23.0,1007.3
2011-02-20 07:00:00,38.8,28.0,1007.8
2011-02-20 08:00:00,39.7,33.0,1008.5
2011-02-20 09:00:00,43.5,25.0,1008.4
2011-02-20 10:00:00,48.4,17.0,1008.6
2011-02-20 11:00:00,51.6,15.0,1008.8
2011-02-20 12:00:00,53.6,14.0,1008.2
2011-02-20 13:00:00,55.2,11.0,1007.0
2011-02-20 14:00:00,57.2,13.0,1005.6
2011-02-20 15:00:00,58.6,12.0,1004.9
2011-02-20 16:00:00,59.7,13.0,1003.7
2011-02-20 17:00:00,59.0,15.0,1003.1
2011-02-20 18:00:00,57.2,17.0,1002.7
2011-02-20 19:00:00,56.3,17.0,1002.3
2011-02-20 20:00:00,55.6,19.0,1001.5
2011-02-20 21:00:00,55.0,19.0,1001.0
2011-02-20 22:00:00,54.9,20.0,1000.8
2011-02-20 23:00:00,54.5,16.0,1000.5
2011-02-21 00:00:00,53.2,19.0,999.1
2011-02-21 01:00:00,51.6,34.0,998.0
2011-02-21 02:00:00,50.4,46.0,997.5
2011-02-21 03:00:00,49.6,51.0,996.7
2011-02-21 04:00:00,48.7,57.0,995.3
2011-02-21 05:00:00,48.2,61.0,994.9
2011-02-21 06:00:00,47.8,64.0,995.1
2011-02-21 07:00:00,47.3,66.0,994.8
2011-02-21 08:00:00,48.2,66.0,994.7
2011-02-21 09:00:00,50.9,65.0,993.7
2011-02-21 10:00:00,55.4,62.0,992.9
2011-02-21 11:00:00,60.3,54.0,992.3
2011-02-21 12:00:00,66.0,47.0,991.7
2011-02-21 13:00:00,69.1,43.0,990.5
2011-02-21 14:00:00,71.2,40.0,989.7
2011-02-21 15:00:00,72.9,36.0,988.6
2011-02-21 16:00:00,73.8,35.0,988.1
2011-02-21 17:00:00,72.9,39.0,988.0
2011-02-21 18:00:00,71.4,39.0,988.1
2011-02-21 19:00:00,70.2,40.0,988.6
2011-02-21 20:00:00,68.9,44.0,988.7
2011-02-21 21:00:00,67.3,45.0,988.8
2011-02-21 22:00:00,66.0,48.0,988.7
2011-02-21 23:00:00,64.9,51.0,988.1
2011-02-22 00:00:00,64.4,53.0,988.1
2011-02-22 01:00:00,64.4,54.0,987.6
2011-02-22 02:00:00,64.6,55.0,986.9
2011-02-22 03:00:00,65.1,55.0,988.95
2011-02-22 04:00:00,56.1,68.0,991.0
2011-02-22 05:00:00,45.5,74.0,990.6
2011-02-22 06:00:00,44.8,74.0,993.2
2011-02-22 07:00:00,43.5,82.0,994.7
2011-02-22 08:00:00,41.7,79.0,996.6
2011-02-22 09:00:00,41.2,78.0,997.8
2011-02-22 10:00:00,40.3,79.0,998.7
2011-02-22 11:00:00,39.6,79.0,999.4
2011-02-22 12:00:00,40.1,77.0,1000.2
2011-02-22 13:00:00,39.0,80.0,1000.3
2011-02-22 14:00:00,38.3,80.0,1000.4
2011-02-22 15:00:00,38.7,75.0,1000.9
2011-02-22 16:00:00,40.1,69.0,1001.2
2011-02-22 17:00:00,42.1,64.0,1001.5
2011-02-22 18:00:00,42.1,68.0,1001.9
2011-02-22 19:00:00,40.3,72.0,1002.9
2011-02-22 20:00:00,39.4,70.0,1003.6
2011-02-22 21:00:00,38.1,73.0,1005.3
2011-02-22 22:00:00,37.0,72.0,1006.0
2011-02-22 23:00:00,36.3,72.0,1006.3
2011-02-23 00:00:00,35.1,74.0,1006.4
2011-02-23 01:00:00,34.3,76.0,1006.6
2011-02-23 02:00:00,32.5,81.0,1006.8
2011-02-23 03:00:00,31.1,84.0,1006.9
2011-02-23 04:00:00,30.2,85.0,1006.6
2011-02-23 05:00:00,30.9,81.0,1007.6
2011-02-23 06:00:00,31.8,77.0,1008.1
2011-02-23 07:00:00,32.0,74.0,1008.8
2011-02-23 08:00:00,32.0,75.0,1009.6
2011-02-23 09:00:00,33.3,68.0,1010.2
2011-02-23 10:00:00,35.4,62.0,1010.3
2011-02-23 11:00:00,37.8,57.0,1010.4
2011-02-23 12:00:00,40.8,53.0,1009.9
2011-02-23 13:00:00,43.9,48.0,1008.7
2011-02-23 14:00:00,47.1,43.0,1008.0
2011-02-23 15:00:00,49.6,41.0,1007.7
2011-02-23 16:00:00,51.1,39.0,1007.5
2011-02-23 17:00:00,50.7,41.0,1007.8
2011-02-23 18:00:00,48.9,45.0,1008.0
2011-02-23 19:00:00,45.5,54.0,1008.2
2011-02-23 20:00:00,42.6,60.0,1008.2
2011-02-23 21:00:00,43.0,59.0,1008.4
2011-02-23 22:00:00,43.7,53.0,1008.7
2011-02-23 23:00:00,43.5,52.0,1008.4
2011-02-24 00:00:00,42.6,55.0,1008.3
2011-02-24 01:00:00,41.4,53.0,1008.0
2011-02-24 02:00:00,40.8,60.0,1008.0
2011-02-24 03:00:00,39.6,70.0,1007.1
2011-02-24 04:00:00,39.4,77.0,1007.0
2011-02-24 05:00:00,39.2,75.0,1007.2
2011-02-24 06:00:00,38.5,76.0,1006.8
2011-02-24 07:00:00,37.8,78.0,1006.7
2011-02-24 08:00:00,39.4,77.0,1007.6
2011-02-24 09:00:00,42.6,72.0,1007.2
2011-02-24 10:00:00,46.6,60.0,1007.1
2011-02-24 11:00:00,50.4,48.0,1006.6
2011-02-24 12:00:00,53.4,44.0,1006.0
2011-02-24 13:00:00,54.9,47.0,1005.4
2011-02-24 14:00:00,53.8,64.0,1004.2
2011-02-24 15:00:00,53.2,64.0,1003.7
2011-02-24 16:00:00,53.2,65.0,1002.4
2011-02-24 17:00:00,52.5,68.0,1001.2
2011-02-24 18:00:00,52.2,71.0,1000.6
2011-02-24 19:00:00,52.2,53.0,999.9
2011-02-24 20:00:00,53.6,53.0,999.1
2011-02-24 21:00:00,53.8,62.0,998.5
2011-02-24 22:00:00,55.0,74.0,997.6
2011-02-24 23:00:00,55.9,79.0,996.7
2011-02-25 00:00:00,56.7,83.0,996.1
2011-02-25 01:00:00,57.2,87.0,995.2
2011-02-25 02:00:00,57.9,87.0,994.1
2011-02-25 03:00:00,59.2,82.0,992.8
2011-02-25 04:00:00,59.7,83.0,990.8
2011-02-25 05:00:00,61.3,78.0,990.4
2011-02-25 06:00:00,62.1,78.0,989.6
2011-02-25 07:00:00,62.4,75.0,990.0
2011-02-25 08:00:00,63.5,73.0,989.2
2011-02-25 09:00:00,61.9,84.0,989.4
2011-02-25 10:00:00,60.8,79.0,985.9
2011-02-25 11:00:00,62.8,66.0,987.1
2011-02-25 12:00:00,66.4,56.0,987.1
2011-02-25 13:00:00,68.2,50.0,986.6
2011-02-25 14:00:00,69.4,45.0,987.0
2011-02-25 15:00:00,69.3,49.0,988.1
2011-02-25 16:00:00,71.1,31.0,989.5
2011-02-25 17:00:00,70.3,32.0,992.2
2011-02-25 18:00:00,64.6,33.0,994.9
2011-02-25 19:00:00,58.8,40.0,996.9
2011-02-25 20:00:00,53.2,41.0,998.9
2011-02-25 21:00:00,50.2,45.0,1000.3
2011-02-25 22:00:00,47.8,47.0,1001.6
2011-02-25 23:00:00,45.1,51.0,1002.5
2011-02-26 00:00:00,42.6,53.0,1002.8
2011-02-26 01:00:00,40.8,57.0,1003.8
2011-02-26 02:00:00,39.0,60.0,1004.1
2011-02-26 03:00:00,37.8,61.0,1004.0
2011-02-26 04:00:00,36.7,63.0,1004.0
2011-02-26 05:00:00,35.8,65.0,1004.9
2011-02-26 06:00:00,35.2,66.0,1005.1
2011-02-26 07:00:00,34.7,65.0,1005.7
2011-02-26 08:00:00,35.8,62.0,1006.3
2011-02-26 09:00:00,38.8,54.0,1006.4
2011-02-26 10:00:00,42.4,48.0,1006.1
2011-02-26 11:00:00,45.7,41.0,1006.0
2011-02-26 12:00:00,49.3,36.0,1005.1
2011-02-26 13:00:00,52.0,37.0,1003.8
2011-02-26 14:00:00,54.7,38.0,1002.2
2011-02-26 15:00:00,57.0,37.0,1001.3
2011-02-26 16:00:00,58.8,37.0,1000.5
2011-02-26 17:00:00,59.4,39.0,1000.0
2011-02-26 18:00:00,57.6,45.0,999.9
2011-02-26 19:00:00,54.0,55.0,999.7
2011-02-26 20:00:00,50.7,61.0,999.8
2011-02-26 21:00:00,49.6,64.0,1000.0
2011-02-26 22:00:00,50.4,71.0,999.8
2011-02-26 23:00:00,51.3,77.0,999.2
2011-02-27 00:00:00,51.3,78.0,998.9
2011-02-27 01:00:00,50.4,75.0,998.4
2011-02-27 02:00:00,50.7,68.0,998.1
2011-02-27 03:00:00,51.6,63.0,997.5
2011-02-27 04:00:00,52.3,63.0,997.5
2011-02-27 05:00:00,51.3,66.0,998.2
2011-02-27 06:00:00,50.4,66.0,998.7
2011-02-27 07:00:00,50.0,68.0,999.4
2011-02-27 08:00:00,49.3,66.0,1000.5
2011-02-27 09:00:00,53.6,56.0,1000.7
2011-02-27 10:00:00,59.4,47.0,1000.3
2011-02-27 11:00:00,64.6,42.0,1000.2
2011-02-27 12:00:00,70.0,35.0,999.6
2011-02-27 13:00:00,73.4,33.0,998.9
2011-02-27 14:00:00,75.9,32.0,998.0
2011-02-27 15:00:00,78.1,29.0,997.4
2011-02-27 16:00:00,79.2,29.0,997.4
2011-02-27 17:00:00,78.4,30.0,997.5
2011-02-27 18:00:00,76.1,34.0,998.1
2011-02-27 19:00:00,73.4,38.0,998.4
2011-02-27 20:00:00,70.9,42.0,998.9
2011-02-27 21:00:00,69.4,43.0,998.8
2011-02-27 22:00:00,69.3,46.0,999.0
2011-02-27 23:00:00,68.4,47.0,998.5
2011-02-28 00:00:00,67.1,52.0,998.0
2011-02-28 01:00:00,66.0,55.0,997.8
2011-02-28 02:00:00,64.9,59.0,997.7
2011-02-28 03:00:00,63.9,59.0,997.1
2011-02-28 04:00:00,63.0,62.0,996.4
2011-02-28 05:00:00,62.4,66.0,996.2
2011-02-28 06:00:00,62.2,69.0,995.8
2011-02-28 07:00:00,63.0,70.0,996.2
2011-02-28 08:00:00,63.5,69.0,996.4
2011-02-28 09:00:00,65.3,65.0,996.4
2011-02-28 10:00:00,67.1,58.0,996.0
2011-02-28 11:00:00,70.5,48.0,995.3
2011-02-28 12:00:00,74.1,39.0,994.3
2011-02-28 13:00:00,75.9,38.0,992.9
2011-02-28 14:00:00,76.6,39.0,991.6
2011-02-28 15:00:00,77.0,43.0,990.7
2011-02-28 16:00:00,77.5,40.0,989.8
2011-02-28 17:00:00,78.8,41.0,989.2
2011-02-28 18:00:00,77.5,44.0,991.3
2011-02-28 19:00:00,60.6,89.0,993.4
2011-02-28 20:00:00,56.7,93.0,993.1
2011-02-28 21:00:00,56.5,94.0,990.3
2011-02-28 22:00:00,56.3,93.0,992.7
2011-02-28 23:00:00,56.3,94.0,994.4
2011-03-01 00:00:00,56.5,93.0,995.0
2011-03-01 01:00:00,56.1,93.0,995.7
2011-03-01 02:00:00,55.6,88.0,996.2
2011-03-01 03:00:00,52.5,74.0,998.1
2011-03-01 04:00:00,49.3,76.0,999.8
2011-03-01 05:00:00,47.5,55.0,1001.8
2011-03-01 06:00:00,44.8,64.0,1002.4
2011-03-01 07:00:00,42.3,56.0,1004.0
2011-03-01 08:00:00,41.4,52.0,1005.3
2011-03-01 09:00:00,42.1,37.0,1006.5
2011-03-01 10:00:00,44.4,27.0,1007.3
2011-03-01 11:00:00,46.8,23.0,1007.5
2011-03-01 12:00:00,49.3,24.0,1008.1
2011-03-01 13:00:00,51.4,24.0,1007.9
2011-03-01 14:00:00,52.7,21.0,1007.7
2011-03-01 15:00:00,53.8,23.0,1007.9
2011-03-01 16:00:00,54.0,23.0,1007.5
2011-03-01 17:00:00,53.4,22.0,1008.0
2011-03-01 18:00:00,51.8,26.0,1008.5
2011-03-01 19:00:00,48.2,35.0,1008.6
2011-03-01 20:00:00,44.1,44.0,1008.7
2011-03-01 21:00:00,40.8,59.0,1009.0
2011-03-01 22:00:00,39.9,49.0,1008.6
2011-03-01 23:00:00,42.4,44.0,1009.2
2011-03-02 00:00:00,41.2,51.0,1009.3
2011-03-02 01:00:00,39.6,57.0,1009.3
2011-03-02 02:00:00,37.8,62.0,1008.8
2011-03-02 03:00:00,36.7,65.0,1008.5
2011-03-02 04:00:00,35.1,70.0,1007.9
2011-03-02 05:00:00,34.0,68.0,1008.0
2011-03-02 06:00:00,32.4,80.0,1008.1
2011-03-02 07:00:00,30.4,80.0,1008.5
2011-03-02 08:00:00,31.8,76.0,1009.1
2011-03-02 09:00:00,39.7,50.0,1008.9
2011-03-02 10:00:00,46.6,34.0,1008.5
2011-03-02 11:00:00,51.6,32.0,1008.0
2011-03-02 12:00:00,55.2,29.0,1007.2
2011-03-02 13:00:00,57.6,31.0,1006.3
2011-03-02 14:00:00,59.5,30.0,1005.1
2011-03-02 15:00:00,61.5,29.0,1004.4
2011-03-02 16:00:00,63.1,28.0,1004.3
2011-03-02 17:00:00,63.3,29.0,1004.3
2011-03-02 18:00:00,61.7,33.0,1004.8
2011-03-02 19:00:00,57.9,41.0,1005.2
2011-03-02 20:00:00,52.0,57.0,1005.8
2011-03-02 21:00:00,48.7,56.0,1006.8
2011-03-02 22:00:00,47.5,58.0,1007.3
2011-03-02 23:00:00,46.0,70.0,1007.8
2011-03-03 00:00:00,47.8,41.0,1008.5
2011-03-03 01:00:00,50.0,39.0,1009.6
2011-03-03 02:00:00,48.7,43.0,1010.5
2011-03-03 03:00:00,45.7,40.0,1010.9
2011-03-03 04:00:00,45.1,38.0,1011.7
2011-03-03 05:00:00,43.3,43.0,1012.4
2011-03-03 06:00:00,41.7,41.0,1013.3
2011-03-03 07:00:00,40.5,40.0,1014.1
2011-03-03 08:00:00,39.9,40.0,1015.5
2011-03-03 09:00:00,40.3,38.0,1016.4
2011-03-03 10:00:00,41.2,32.0,1017.1
2011-03-03 11:00:00,43.2,29.0,1017.1
2011-03-03 12:00:00,45.3,28.0,1017.1
2011-03-03 13:00:00,47.8,25.0,1016.3
2011-03-03 14:00:00,49.1,24.0,1015.6
2011-03-03 15:00:00,50.4,22.0,1015.4
2011-03-03 16:00:00,50.5,21.0,1014.8
2011-03-03 17:00:00,50.2,20.0,1014.9
2011-03-03 18:00:00,48.2,23.0,1015.7
2011-03-03 19:00:00,45.7,28.0,1016.1
2011-03-03 20:00:00,43.9,36.0,1016.8
2011-03-03 21:00:00,41.9,37.0,1017.3
2011-03-03 22:00:00,39.9,48.0,1018.0
2011-03-03 23:00:00,37.8,57.0,1017.9
2011-03-04 00:00:00,35.2,58.0,1018.3
2011-03-04 01:00:00,33.3,60.0,1018.4
2011-03-04 02:00:00,31.6,66.0,1017.7
2011-03-04 03:00:00,30.6,69.0,1017.3
2011-03-04 04:00:00,29.7,72.0,1017.5
2011-03-04 05:00:00,28.8,73.0,1017.6
2011-03-04 06:00:00,28.4,74.0,1017.7
2011-03-04 07:00:00,28.4,77.0,1018.2
2011-03-04 08:00:00,30.6,70.0,1018.9
2011-03-04 09:00:00,35.8,68.0,1018.8
2011-03-04 10:00:00,40.3,61.0,1018.5
2011-03-04 11:00:00,44.4,57.0,1018.1
2011-03-04 12:00:00,48.0,53.0,1017.6
2011-03-04 13:00:00,51.8,47.0,1016.5
2011-03-04 14:00:00,54.5,46.0,1015.2
2011-03-04 15:00:00,57.2,45.0,1014.4
2011-03-04 16:00:00,58.1,42.0,1014.0
2011-03-04 17:00:00,58.1,45.0,1014.0
2011-03-04 18:00:00,57.2,49.0,1013.9
2011-03-04 19:00:00,54.1,59.0,1013.9
2011-03-04 20:00:00,50.9,61.0,1013.9
2011-03-04 21:00:00,48.7,62.0,1013.7
2011-03-04 22:00:00,50.4,59.0,1014.0
2011-03-04 23:00:00,49.1,67.0,1013.6
2011-03-05 00:00:00,47.7,73.0,1013.2
2011-03-05 01:00:00,46.6,78.0,1013.0
2011-03-05 02:00:00,45.3,84.0,1012.2
2011-03-05 03:00:00,43.9,87.0,1011.9
2011-03-05 04:00:00,43.2,91.0,1011.1
2011-03-05 05:00:00,42.4,93.0,1011.3
2011-03-05 06:00:00,41.5,94.0,1010.9
2011-03-05 07:00:00,41.2,95.0,1010.9
2011-03-05 08:00:00,43.7,91.0,1010.9
2011-03-05 09:00:00,48.0,84.0,1010.6
2011-03-05 10:00:00,52.7,68.0,1010.4
2011-03-05 11:00:00,58.5,54.0,1010.0
2011-03-05 12:00:00,63.5,47.0,1008.9
2011-03-05 13:00:00,65.1,46.0,1008.0
2011-03-05 14:00:00,65.7,47.0,1006.8
2011-03-05 15:00:00,65.7,48.0,1005.8
2011-03-05 16:00:00,65.7,49.0,1005.0
2011-03-05 17:00:00,65.1,50.0,1004.1
2011-03-05 18:00:00,64.2,51.0,1003.8
2011-03-05 19:00:00,63.5,55.0,1003.6
2011-03-05 20:00:00,62.2,67.0,1003.6
2011-03-05 21:00:00,60.1,74.0,1003.4
2011-03-05 22:00:00,58.6,81.0,1003.3
2011-03-05 23:00:00,57.2,84.0,1002.5
2011-03-06 00:00:00,57.0,85.0,1001.6
2011-03-06 01:00:00,57.0,87.0,1000.9
2011-03-06 02:00:00,57.2,89.0,999.8
2011-03-06 03:00:00,57.0,91.0,998.7
2011-03-06 04:00:00,57.0,92.0,997.9
2011-03-06 05:00:00,57.6,90.0,997.3
2011-03-06 06:00:00,57.2,90.0,996.9
2011-03-06 07:00:00,57.0,89.0,996.2
2011-03-06 08:00:00,57.0,88.0,995.8
2011-03-06 09:00:00,58.1,86.0,994.6
2011-03-06 10:00:00,60.4,84.0,993.6
2011-03-06 11:00:00,61.9,88.0,992.0
2011-03-06 12:00:00,62.6,88.0,990.5
2011-03-06 13:00:00,61.9,87.0,989.6
2011-03-06 14:00:00,60.8,89.0,987.8
2011-03-06 15:00:00,62.1,85.0,986.7
2011-03-06 16:00:00,63.9,81.0,985.4
2011-03-06 17:00:00,59.0,90.0,986.2
2011-03-06 18:00:00,50.0,87.0,987.6
2011-03-06 19:00:00,47.3,82.0,989.9
2011-03-06 20:00:00,45.1,73.0,992.0
2011-03-06 21:00:00,44.2,69.0,993.2
2011-03-06 22:00:00,41.9,69.0,993.8
2011-03-06 23:00:00,40.3,71.0,994.5
2011-03-07 00:00:00,38.8,69.0,995.0
2011-03-07 01:00:00,37.9,70.0,995.2
2011-03-07 02:00:00,37.0,70.0,995.8
2011-03-07 03:00:00,36.3,71.0,996.7
2011-03-07 04:00:00,35.8,73.0,997.3
2011-03-07 05:00:00,35.1,75.0,998.2
2011-03-07 06:00:00,34.3,76.0,999.3
2011-03-07 07:00:00,33.6,76.0,1000.7
2011-03-07 08:00:00,35.6,66.0,1002.2
2011-03-07 09:00:00,39.7,57.0,1002.9
2011-03-07 10:00:00,42.6,50.0,1003.5
2011-03-07 11:00:00,45.5,45.0,1004.0
2011-03-07 12:00:00,47.8,46.0,1003.4
2011-03-07 13:00:00,50.4,37.0,1003.0
2011-03-07 14:00:00,51.8,40.0,1002.8
2011-03-07 15:00:00,52.7,37.0,1002.9
2011-03-07 16:00:00,52.5,35.0,1003.3
2011-03-07 17:00:00,52.3,34.0,1003.8
2011-03-07 18:00:00,50.7,37.0,1004.9
2011-03-07 19:00:00,48.6,48.0,1005.9
2011-03-07 20:00:00,44.6,59.0,1006.6
2011-03-07 21:00:00,42.1,61.0,1007.6
2011-03-07 22:00:00,41.4,57.0,1008.1
2011-03-07 23:00:00,42.4,56.0,1008.5
2011-03-08 00:00:00,40.5,47.0,1008.7
2011-03-08 01:00:00,40.5,46.0,1008.9
2011-03-08 02:00:00,39.4,47.0,1009.0
2011-03-08 03:00:00,39.0,46.0,1009.3
2011-03-08 04:00:00,36.9,53.0,1010.0
2011-03-08 05:00:00,34.5,57.0,1010.4
2011-03-08 06:00:00,33.1,59.0,1010.9
2011-03-08 07:00:00,32.9,61.0,1011.8
2011-03-08 08:00:00,35.6,56.0,1012.8
2011-03-08 09:00:00,41.0,55.0,1013.3
2011-03-08 10:00:00,44.2,44.0,1013.8
2011-03-08 11:00:00,46.4,39.0,1013.9
2011-03-08 12:00:00,49.5,39.0,1013.6
2011-03-08 13:00:00,51.4,33.0,1012.3
2011-03-08 14:00:00,53.8,31.0,1012.0
2011-03-08 15:00:00,55.4,28.0,1011.6
2011-03-08 16:00:00,56.3,30.0,1011.4
2011-03-08 17:00:00,56.5,26.0,1011.5
2011-03-08 18:00:00,55.0,30.0,1011.7
2011-03-08 19:00:00,52.2,35.0,1011.8
2011-03-08 20:00:00,50.0,40.0,1011.9
2011-03-08 21:00:00,47.3,48.0,1012.2
2011-03-08 22:00:00,46.8,58.0,1012.9
2011-03-08 23:00:00,45.9,70.0,1013.0
2011-03-09 00:00:00,44.1,66.0,1013.1
2011-03-09 01:00:00,42.1,76.0,1012.7
2011-03-09 02:00:00,40.6,79.0,1012.0
2011-03-09 03:00:00,40.5,79.0,1010.9
2011-03-09 04:00:00,40.1,84.0,1010.6
2011-03-09 05:00:00,39.4,87.0,1011.3
2011-03-09 06:00:00,39.0,89.0,1011.2
2011-03-09 07:00:00,39.2,90.0,1010.8
2011-03-09 08:00:00,39.7,90.0,1011.0
2011-03-09 09:00:00,41.0,87.0,1011.3
2011-03-09 10:00:00,44.4,81.0,1010.3
2011-03-09 11:00:00,47.8,74.0,1009.8
2011-03-09 12:00:00,52.0,70.0,1008.8
2011-03-09 13:00:00,54.3,68.0,1007.6
2011-03-09 14:00:00,56.3,67.0,1006.8
2011-03-09 15:00:00,59.0,64.0,1005.7
2011-03-09 16:00:00,60.4,63.0,1004.6
2011-03-09 17:00:00,60.4,63.0,1004.2
2011-03-09 18:00:00,60.4,63.0,1003.4
2011-03-09 19:00:00,60.4,71.0,1002.9
2011-03-09 20:00:00,59.4,67.0,1003.9
2011-03-09 21:00:00,58.3,80.0,1003.9
2011-03-09 22:00:00,55.0,92.0,1003.9
2011-03-09 23:00:00,54.3,90.0,1002.5
